File ID,Temperature (K),G,Pressure (bar),theta,V(cm3/g),wt%
28,77,-67.59161214,0.9,1.0,1829.2315838819943,14.12830011555192
28,77,-67.59161214,1.0,1.0,1829.2315838819943,14.12830011555192
28,77,-67.59161214,1.1,1.0,1829.2315838819943,14.12830011555192
29,77,-9.44465301,0.1,1.0,1827.7746065399983,14.118635758806638
29,77,-9.44465301,0.2,1.0,1827.7746065399983,14.118635758806638
29,77,-9.44465301,0.3,1.0,1827.7746065399983,14.118635758806638
29,77,-9.44465301,0.4,1.0,1827.7746065399983,14.118635758806638
29,77,-9.44465301,0.5,1.0,1827.7746065399983,14.118635758806638
29,77,-9.44465301,0.6,1.0,1827.7746065399983,14.118635758806638
29,77,-9.44465301,0.7,1.0,1827.7746065399983,14.118635758806638
29,77,-9.44465301,0.8,1.0,1827.7746065399983,14.118635758806638
29,77,-9.44465301,0.9,1.0,1827.7746065399983,14.118635758806638
29,77,-9.44465301,1.0,1.0,1827.7746065399983,14.118635758806638
29,77,-9.44465301,1.1,1.0,1827.7746065399983,14.118635758806638
3,77,-0.07028112,0.1,0.136669927,251.52473468905492,2.2122605080230584
3,77,-0.07028112,0.2,0.240474255,442.5642459619016,3.8282051789628984
3,77,-0.07028112,0.3,0.321995561,592.5945072874621,5.060304117255782
3,77,-0.07028112,0.4,0.387713415,713.5403960760326,6.03080428872856
3,77,-0.07028112,0.5,0.441817159,813.111897678463,6.815023767502852
3,77,-0.07028112,0.6,0.487135616,896.5151241500943,7.4618989562768006
3,77,-0.07028112,0.7,0.525647915,967.3924268667378,8.004605441798796
3,77,-0.07028112,0.8,0.558780236,1028.36852037967,8.466430234533776
3,77,-0.07028112,0.9,0.587586313,1081.3826767043272,8.864200597735282
3,77,-0.07028112,1.0,0.612861563,1127.89876616159,9.210378681238085
3,77,-0.07028112,1.1,0.63521767,1169.0425203530667,9.514390730267015
30,77,175.2371876,0.1,0.0,0.0,0.0
30,77,175.2371876,0.2,0.0,0.0,0.0
30,77,175.2371876,0.3,0.0,0.0,0.0
30,77,175.2371876,0.4,0.0,0.0,0.0
30,77,175.2371876,0.5,0.0,0.0,0.0
30,77,175.2371876,0.6,0.0,0.0,0.0
30,77,175.2371876,0.7,0.0,0.0,0.0
30,77,175.2371876,0.8,0.0,0.0,0.0
30,77,175.2371876,0.9,0.0,0.0,0.0
30,77,175.2371876,1.0,0.0,0.0,0.0
30,77,175.2371876,1.1,0.0,0.0,0.0
31,77,-6.15022551,0.1,1.0,1829.8471944290343,14.132382902174733
31,77,-6.15022551,0.2,1.0,1829.8471944290343,14.132382902174733
31,77,-6.15022551,0.3,1.0,1829.8471944290343,14.132382902174733
31,77,-6.15022551,0.4,1.0,1829.8471944290343,14.132382902174733
31,77,-6.15022551,0.5,1.0,1829.8471944290343,14.132382902174733
31,77,-6.15022551,0.6,1.0,1829.8471944290343,14.132382902174733
31,77,-6.15022551,0.7,1.0,1829.8471944290343,14.132382902174733
31,77,-6.15022551,0.8,1.0,1829.8471944290343,14.132382902174733
31,77,-6.15022551,0.9,1.0,1829.8471944290343,14.132382902174733
31,77,-6.15022551,1.0,1.0,1829.8471944290343,14.132382902174733
31,77,-6.15022551,1.1,1.0,1829.8471944290343,14.132382902174733
32,77,-45.72728121,0.1,1.0,1830.125130131254,14.134226070495856
32,77,-45.72728121,0.2,1.0,1830.125130131254,14.134226070495856
32,77,-45.72728121,0.3,1.0,1830.125130131254,14.134226070495856
32,77,-45.72728121,0.4,1.0,1830.125130131254,14.134226070495856
32,77,-45.72728121,0.5,1.0,1830.125130131254,14.134226070495856
32,77,-45.72728121,0.6,1.0,1830.125130131254,14.134226070495856
32,77,-45.72728121,0.7,1.0,1830.125130131254,14.134226070495856
32,77,-45.72728121,0.8,1.0,1830.125130131254,14.134226070495856
32,77,-45.72728121,0.9,1.0,1830.125130131254,14.134226070495856
32,77,-45.72728121,1.0,1.0,1830.125130131254,14.134226070495856
32,77,-45.72728121,1.1,1.0,1830.125130131254,14.134226070495856
33,77,-11.60705247,0.1,1.0,1829.5649334748184,14.130510969369874
33,77,-11.60705247,0.2,1.0,1829.5649334748184,14.130510969369874
33,77,-11.60705247,0.3,1.0,1829.5649334748184,14.130510969369874
33,77,-11.60705247,0.4,1.0,1829.5649334748184,14.130510969369874
33,77,-11.60705247,0.5,1.0,1829.5649334748184,14.130510969369874
33,77,-11.60705247,0.6,1.0,1829.5649334748184,14.130510969369874
33,77,-11.60705247,0.7,1.0,1829.5649334748184,14.130510969369874
33,77,-11.60705247,0.8,1.0,1829.5649334748184,14.130510969369874
33,77,-11.60705247,0.9,1.0,1829.5649334748184,14.130510969369874
33,77,-11.60705247,1.0,1.0,1829.5649334748184,14.130510969369874
33,77,-11.60705247,1.1,1.0,1829.5649334748184,14.130510969369874
34,77,-30.02509848,0.1,1.0,1828.913499840515,14.126190400356723
34,77,-30.02509848,0.2,1.0,1828.913499840515,14.126190400356723
34,77,-30.02509848,0.3,1.0,1828.913499840515,14.126190400356723
34,77,-30.02509848,0.4,1.0,1828.913499840515,14.126190400356723
34,77,-30.02509848,0.5,1.0,1828.913499840515,14.126190400356723
34,77,-30.02509848,0.6,1.0,1828.913499840515,14.126190400356723
34,77,-30.02509848,0.7,1.0,1828.913499840515,14.126190400356723
34,77,-30.02509848,0.8,1.0,1828.913499840515,14.126190400356723
34,77,-30.02509848,0.9,1.0,1828.913499840515,14.126190400356723
34,77,-30.02509848,1.0,1.0,1828.913499840515,14.126190400356723
34,77,-30.02509848,1.1,1.0,1828.913499840515,14.126190400356723
35,77,-38.73870234,0.1,1.0,1837.4337749291285,14.182665957707885
35,77,-38.73870234,0.2,1.0,1837.4337749291285,14.182665957707885
35,77,-38.73870234,0.3,1.0,1837.4337749291285,14.182665957707885
35,77,-38.73870234,0.4,1.0,1837.4337749291285,14.182665957707885
35,77,-38.73870234,0.5,1.0,1837.4337749291285,14.182665957707885
35,77,-38.73870234,0.6,1.0,1837.4337749291285,14.182665957707885
35,77,-38.73870234,0.7,1.0,1837.4337749291285,14.182665957707885
35,77,-38.73870234,0.8,1.0,1837.4337749291285,14.182665957707885
35,77,-38.73870234,0.9,1.0,1837.4337749291285,14.182665957707885
35,77,-38.73870234,1.0,1.0,1837.4337749291285,14.182665957707885
35,77,-38.73870234,1.1,1.0,1837.4337749291285,14.182665957707885
36,77,-36.04919448,0.1,1.0,1841.3970102560904,14.208910452852638
36,77,-36.04919448,0.2,1.0,1841.3970102560904,14.208910452852638
36,77,-36.04919448,0.3,1.0,1841.3970102560904,14.208910452852638
36,77,-36.04919448,0.4,1.0,1841.3970102560904,14.208910452852638
36,77,-36.04919448,0.5,1.0,1841.3970102560904,14.208910452852638
36,77,-36.04919448,0.6,1.0,1841.3970102560904,14.208910452852638
36,77,-36.04919448,0.7,1.0,1841.3970102560904,14.208910452852638
36,77,-36.04919448,0.8,1.0,1841.3970102560904,14.208910452852638
36,77,-36.04919448,0.9,1.0,1841.3970102560904,14.208910452852638
36,77,-36.04919448,1.0,1.0,1841.3970102560904,14.208910452852638
36,77,-36.04919448,1.1,1.0,1841.3970102560904,14.208910452852638
37,77,-11.41691694,0.1,1.0,1847.3307608736372,14.248173681741957
37,77,-11.41691694,0.2,1.0,1847.3307608736372,14.248173681741957
37,77,-11.41691694,0.3,1.0,1847.3307608736372,14.248173681741957
37,77,-11.41691694,0.4,1.0,1847.3307608736372,14.248173681741957
37,77,-11.41691694,0.5,1.0,1847.3307608736372,14.248173681741957
37,77,-11.41691694,0.6,1.0,1847.3307608736372,14.248173681741957
37,77,-11.41691694,0.7,1.0,1847.3307608736372,14.248173681741957
37,77,-11.41691694,0.8,1.0,1847.3307608736372,14.248173681741957
37,77,-11.41691694,0.9,1.0,1847.3307608736372,14.248173681741957
37,77,-11.41691694,1.0,1.0,1847.3307608736372,14.248173681741957
37,77,-11.41691694,1.1,1.0,1847.3307608736372,14.248173681741957
38,77,-15.5936235,0.1,1.0,1827.7746065399983,14.118635758806642
38,77,-15.5936235,0.2,1.0,1827.7746065399983,14.118635758806642
38,77,-15.5936235,0.3,1.0,1827.7746065399983,14.118635758806642
38,77,-15.5936235,0.4,1.0,1827.7746065399983,14.118635758806642
38,77,-15.5936235,0.5,1.0,1827.7746065399983,14.118635758806642
38,77,-15.5936235,0.6,1.0,1827.7746065399983,14.118635758806642
38,77,-15.5936235,0.7,1.0,1827.7746065399983,14.118635758806642
38,77,-15.5936235,0.8,1.0,1827.7746065399983,14.118635758806642
38,77,-15.5936235,0.9,1.0,1827.7746065399983,14.118635758806642
38,77,-15.5936235,1.0,1.0,1827.7746065399983,14.118635758806642
38,77,-15.5936235,1.1,1.0,1827.7746065399983,14.118635758806642
39,77,-7.58847843,0.1,1.0,1828.057056760574,14.120509464914383
39,77,-7.58847843,0.2,1.0,1828.057056760574,14.120509464914383
39,77,-7.58847843,0.3,1.0,1828.057056760574,14.120509464914383
39,77,-7.58847843,0.4,1.0,1828.057056760574,14.120509464914383
39,77,-7.58847843,0.5,1.0,1828.057056760574,14.120509464914383
39,77,-7.58847843,0.6,1.0,1828.057056760574,14.120509464914383
39,77,-7.58847843,0.7,1.0,1828.057056760574,14.120509464914383
39,77,-7.58847843,0.8,1.0,1828.057056760574,14.120509464914383
39,77,-7.58847843,0.9,1.0,1828.057056760574,14.120509464914383
39,77,-7.58847843,1.0,1.0,1828.057056760574,14.120509464914383
39,77,-7.58847843,1.1,1.0,1828.057056760574,14.120509464914383
4,77,-0.28990962,0.1,0.399454488,737.5422864576128,6.221046768674576
4,77,-0.28990962,0.2,0.57087171,1054.0425478142763,8.659497638475866
4,77,-0.28990962,0.3,0.666161257,1229.9826673552293,9.960956106153738
4,77,-0.28990962,0.4,0.726821556,1341.9842519303972,10.7703046913553
4,77,-0.28990962,0.5,0.768826945,1419.541900116344,11.322280087036578
4,77,-0.28990962,0.6,0.799635995,1476.4269217225776,11.722807383203069
4,77,-0.28990962,0.7,0.823198766,1519.932603898358,12.026697483185758
4,77,-0.28990962,0.8,0.841802737,1554.282487854427,12.265159614035891
4,77,-0.28990962,0.9,0.856864245,1582.091661068222,12.457270251146012
4,77,-0.28990962,1.0,0.869307139,1605.0658940950136,12.615346795570323
4,77,-0.28990962,1.1,0.879759713,1624.365252492327,12.747697450600654
40,77,-23.08923045,0.1,1.0,1826.637130770428,14.111089193333887
40,77,-23.08923045,0.2,1.0,1826.637130770428,14.111089193333887
40,77,-23.08923045,0.3,1.0,1826.637130770428,14.111089193333887
40,77,-23.08923045,0.4,1.0,1826.637130770428,14.111089193333887
40,77,-23.08923045,0.5,1.0,1826.637130770428,14.111089193333887
40,77,-23.08923045,0.6,1.0,1826.637130770428,14.111089193333887
40,77,-23.08923045,0.7,1.0,1826.637130770428,14.111089193333887
40,77,-23.08923045,0.8,1.0,1826.637130770428,14.111089193333887
40,77,-23.08923045,0.9,1.0,1826.637130770428,14.111089193333887
40,77,-23.08923045,1.0,1.0,1826.637130770428,14.111089193333887
40,77,-23.08923045,1.1,1.0,1826.637130770428,14.111089193333887
41,77,404.8493717,0.1,0.0,0.0,0.0
41,77,404.8493717,0.2,0.0,0.0,0.0
41,77,404.8493717,0.3,0.0,0.0,0.0
41,77,404.8493717,0.4,0.0,0.0,0.0
41,77,404.8493717,0.5,0.0,0.0,0.0
41,77,404.8493717,0.6,0.0,0.0,0.0
41,77,404.8493717,0.7,0.0,0.0,0.0
41,77,404.8493717,0.8,0.0,0.0,0.0
41,77,404.8493717,0.9,0.0,0.0,0.0
41,77,404.8493717,1.0,0.0,0.0,0.0
41,77,404.8493717,1.1,0.0,0.0,0.0
42,77,61.24434849,0.1,1.43e-175,2.614948287254693e-172,2.3519834688611865e-174
42,77,61.24434849,0.2,2.86e-175,5.229896574509387e-172,4.703966937722373e-174
42,77,61.24434849,0.3,4.29e-175,7.844844861764083e-172,7.055950406583559e-174
42,77,61.24434849,0.4,5.72e-175,1.0459793149018774e-171,9.407933875444746e-174
42,77,61.24434849,0.5,7.15e-175,1.307474143627347e-171,1.175991734430593e-173
42,77,61.24434849,0.6,8.58e-175,1.5689689723528166e-171,1.4111900813167117e-173
42,77,61.24434849,0.7,9.999999999999999e-175,1.8286351659123734e-171,1.6447436845183117e-173
42,77,61.24434849,0.8,1.1399999999999999e-174,2.084644089140106e-171,1.875007800350876e-173
42,77,61.24434849,0.9,1.29e-174,2.358939364026962e-171,2.1217193530286225e-173
42,77,61.24434849,1.0,1.43e-174,2.6149482872546935e-171,2.351983468861186e-173
42,77,61.24434849,1.1,1.57e-174,2.870957210482427e-171,2.5822475846937498e-173
43,77,-4.43586819,0.1,1.0,1828.913499840515,14.126190400356723
43,77,-4.43586819,0.2,1.0,1828.913499840515,14.126190400356723
43,77,-4.43586819,0.3,1.0,1828.913499840515,14.126190400356723
43,77,-4.43586819,0.4,1.0,1828.913499840515,14.126190400356723
43,77,-4.43586819,0.5,1.0,1828.913499840515,14.126190400356723
43,77,-4.43586819,0.6,1.0,1828.913499840515,14.126190400356723
43,77,-4.43586819,0.7,1.0,1828.913499840515,14.126190400356723
43,77,-4.43586819,0.8,1.0,1828.913499840515,14.126190400356723
43,77,-4.43586819,0.9,1.0,1828.913499840515,14.126190400356723
43,77,-4.43586819,1.0,1.0,1828.913499840515,14.126190400356723
43,77,-4.43586819,1.1,1.0,1828.913499840515,14.126190400356723
44,77,1.22803707,0.1,3.27e-05,0.0597871312165633,0.0005377451966793086
44,77,1.22803707,0.2,6.53e-05,0.1193914271694675,0.001073840155770064
44,77,1.22803707,0.3,9.8e-05,0.1791785583860308,0.001611573803494718
44,77,1.22803707,0.4,0.000130667,0.2389053539655866,0.002148759009806287
44,77,1.22803707,0.5,0.000163328,0.298621179429323,0.002685839780623143
44,77,1.22803707,0.6,0.000195987,0.358333348187786,0.003222881894560566
44,77,1.22803707,0.7,0.000228645,0.4180436885936126,0.0037599017964303288
44,77,1.22803707,0.8,0.000261299,0.4777467155888927,0.004296850156407814
44,77,1.22803707,0.9,0.000293952,0.5374479142315363,0.004833776306622739
44,77,1.22803707,1.0,0.000326603,0.5971454561689066,0.005370663804568429
44,77,1.22803707,1.1,0.000359252,0.6568393414010038,0.005907512651397178
5,77,300.3739768,0.1,0.0,0.0,0.0
5,77,300.3739768,0.2,0.0,0.0,0.0
5,77,300.3739768,0.3,0.0,0.0,0.0
5,77,300.3739768,0.4,0.0,0.0,0.0
5,77,300.3739768,0.5,0.0,0.0,0.0
5,77,300.3739768,0.6,0.0,0.0,0.0
5,77,300.3739768,0.7,0.0,0.0,0.0
5,77,300.3739768,0.8,0.0,0.0,0.0
5,77,300.3739768,0.9,0.0,0.0,0.0
5,77,300.3739768,1.0,0.0,0.0,0.0
5,77,300.3739768,1.1,0.0,0.0,0.0
6,77,0.65386542,0.1,0.001391135,2.5431606858722784,0.022868918758466115
6,77,0.65386542,0.2,0.002778405,5.079255690807123,0.04566388681787437
6,77,0.65386542,0.3,0.004161826,7.608314264712686,0.0683852609043059
6,77,0.65386542,0.4,0.005541413,10.130363829377853,0.0910333804877495
6,77,0.65386542,0.5,0.006917184,12.645437290949294,0.113608633446144
6,77,0.65386542,0.6,0.008289153,15.153560243096647,0.1361113411728959
6,77,0.65386542,0.7,0.009657337,17.654763763847313,0.1585418734646677
6,77,0.65386542,0.8,0.011021751,20.149075274990185,0.18090056649899888
6,77,0.65386542,0.9,0.01238241,22.63652219831415,0.203187755664799
6,77,0.65386542,1.0,0.013739331,25.117135611846628,0.22540380830457413
6,77,0.65386542,1.1,0.015092527,27.59093928113797,0.24754902547752333
7,77,0.19829316,0.1,0.026632556,48.64128882179429,0.43559245405937674
7,77,0.19829316,0.2,0.051883326,94.7589050409322,0.8450947384702494
7,77,0.19829316,0.3,0.075857128,138.5442866332401,1.2307827281377426
7,77,0.19829316,0.4,0.098648442,180.16999041106013,1.5946751078569106
7,77,0.19829316,0.5,0.120342649,219.7919549137084,1.9385686278701002
7,77,0.19829316,0.6,0.141017104,257.5514601180977,2.264067840628069
7,77,0.19829316,0.7,0.160742058,293.5768113652932,2.5726101396001058
7,77,0.19829316,0.8,0.179581453,327.9847913362306,2.8654869404273597
7,77,0.19829316,0.9,0.197593617,360.88192938897794,3.143861789144692
7,77,0.19829316,1.0,0.214831862,392.3655937366978,3.4087857311878063
7,77,0.19829316,1.1,0.23134502,422.5249703897657,3.661210711539622
8,77,0.13114959,0.1,0.040707739,74.46124386817552,0.6652770346702477
8,77,0.13114959,0.2,0.078230876,143.09731955039308,1.2707164278599388
8,77,0.13114959,0.3,0.112929045,206.5660576124153,1.8240437929707582
8,77,0.13114959,0.4,0.145109694,265.4298317224232,2.3317096890119773
8,77,0.13114959,0.5,0.175037218,320.1722644312179,2.799142222641865
8,77,0.13114959,0.6,0.202940243,371.2115508230462,3.2309419511794384
8,77,0.13114959,0.7,0.229017473,418.91115365376345,3.631033738871501
8,77,0.13114959,0.8,0.253442434,463.58848091803816,4.002786473648111
8,77,0.13114959,0.9,0.276367337,505.5219519206224,4.34910810888881
8,77,0.13114959,1.0,0.297926254,544.956806710046,4.672521899000931
8,77,0.13114959,1.1,0.318237741,582.1099039830799,4.975227965759331
9,77,0.37713351,0.1,0.008429721,15.416512324647606,0.13846994208683444
9,77,0.37713351,0.2,0.01671851,30.57528421934062,0.27425147229969604
9,77,0.37713351,0.3,0.024869872,45.48272572727003,0.40742213249295645
9,77,0.37713351,0.4,0.032887196,60.145034747544,0.5380564990014476
9,77,0.37713351,0.5,0.040773761,74.56820800815778,0.6662263432002953
9,77,0.37713351,0.6,0.048532741,88.75805021013508,0.7920007714277567
9,77,0.37713351,0.7,0.056167206,102.72017585635643,0.9154462963625345
9,77,0.37713351,0.8,0.063680131,116.46002571101393,1.0366270345043602
9,77,0.37713351,0.9,0.071074394,129.98286314195448,1.1556047223832844
9,77,0.37713351,1.0,0.078352785,143.29379058013475,1.2724389074148181
9,77,0.37713351,1.1,0.085518006,156.39774951962085,1.3871869906917673
